food_name,Ingredients,Steps,popularity,URL,jenis_makanan,age,calories,title_length,title_word_count,num_ingredients,ingredients_length,num_steps,steps_length,url_length,loves_usia_interaction,age_group,food_category
Tempe goreng segitiga,Tempe secukupnya lalu potong bentuk segitiga--1 sdm tepung ayam (merk apa saja)--1 sdt baking powder--Bumbu halus--3 siung bawang merah--4 siung bawang putih--Sedikit kemiri--iris Daun bawang--Sedikit kunyit bubuk--Secukupnya garam dan penyedap rasa--,"Campur bumbu halus dengan air, tepung terigu, tepung ayam, baking powder dan kunyit bubuk, aduk sampai rata--Beri secukupnya garam,penyedap rasa dan irisan daun bawang. Untuk adonan tidak terlalu encer yaa--Panas kan minyak, lalu goreng hingga berwarna kecoklatan--Sajikan dengan saus sambal😊--",6,/id/resep/4471845-tempe-goreng-segitiga,tempe,32,731.17,21,3,11,251,5,294,39,192,Dewasa Muda,Lainnya
Tempe Goreng Tepung,1/4 Tempe--Terigu--Ketumbar Bubuk--Garam--Masako Ayam--1 lembar Daun Bawang--,"Potong - potong tempe dahulu dan daun bawang.--Siapkan adonan, masukan terigu, garam secukupnya, ketumbar bubuk secukupnya, dan masako. Beri air sedikit aduk rata. (kalo aku ga begitu kental adonannya jd aga cair dikit)--Siapkan minyak yang sudah panas dengan api kecil, masukan tempe keadonan, dan goreng tempe hingga matang (tdk terlalu gosong dan tdk terlalu setengah matang)--Tempe goreng tepung siap untuk cemilan atau dibuat lauk👌--",4,/id/resep/4472060-tempe-goreng-tepung,tempe,21,685.76,19,3,7,77,5,438,37,84,Dewasa Muda,Lainnya
Tumis Tempe Jamur,"Secukupnya tempe, potong dadu--Secukupnya jamur kuping, iris iris--Secukupnya jamur enoki--4 bh cabai rawit--2 bh cabai merah--1/2 bh tomat hijau--","Cincang bawang putih dan bawang merah, iris tipis2 cabai, sisihkan--Cuci bersih jamur, lalu potong2 sesuai selera, sisihkan--Potong dadu tempe, atau sesuai selera ya--Tumis bawang sampai harum, setelah itu masukkan cabai aduk2 hingga layu kemudian masukan tomat dan air secukupnya--Masukkan jamur dan tempe aduk hingga matang dan beri kecap secukupnya.--Tunggu hingga beberapa menit kemudian sajikan😊--",5,/id/resep/4460391-tumis-tempe-jamur,tempe,68,1297.0,17,3,7,147,7,402,35,340,Lansia,Tumis
Nugget tempe,sesuai selera Tempe--Daun bawang--Telur--Bumbu halus :--Ketumbar--Merica--Bawang putih--Bawang merah--Garam--Penyedap rasa--Kemiri--Adonan menggoreng:--Tepung roti--Telur--,Kukus tempe sampai lunak lalu hancurkan--Haluskan bumbu halus--Campur bumbu halus dan telur ke adonan tempe yang sudah di hancurkan dan aduk hingga merata--Masukan adonan tempe ke plastik (sebaiknya pakai daun pisang) dan kukus - +30menit--Potong sesuai selera--Baluri dengan telur lalu tepung roti--Lalu goreng dan sajikan--,0,/id/resep/4471518-nugget-tempe,tempe,44,83.68,12,2,15,172,8,325,30,0,Dewasa,Lainnya
Tumis Kacang Panjang Tempe,"1/2 ikat kacang panjang (potong lalu cuci bersih)--2 papan tempe ukuran sedang (potong,lalu goreng sebentar)--Tomat (iris)--Gula (secukupnya)--Garam (secukupnya)--Minyak goreng (secukupnya)--2 sdm ikan teri (cuci bersih)--Bumbu iris :--1 buah bawang bombay--2 siung bawang merah--4 siung bawang putih--15 buah cabe rawit (bisa dikurangi sesuai selera)--5 buah cabe merah kriting--","Panaskan minyak lalu tumis bumbu iris sampai layu--Lalu masukkan kacang panjang aduk rata--Masukkan tempe,tomat,gula,dan garam. Cicipi sampai rasanya pas dan sesuai selera. Masak sampai matang dan bumbu meresap. Angkat lalu sajikan--",19,/id/resep/4471476-tumis-kacang-panjang-tempe,tempe,66,414.41,26,4,14,380,4,233,44,1254,Lansia,Tumis
Tempe Selimut Simple,"Tempe Rp 2000,---Daun bawang Rp 500,---Tepung racik tempe goreng--Tempung maizena--sedikit Air--Garam--","Bikin adonannya terlebih dahulu, siapkan air di mangkok. Lalu masukkan tepung maizena, tepung racik tempe goreng jd satu. Jgn begitu kental, jgn begitu lembek. Jgn lupa kasih garam.. Cicipi rasanya sdh pas atau blm--Kalau sudah tercampur, cuci daun bawang lalu potong kecil2 dan masukkan ke dalam campuran tepung td.--Potong tempe sesuai selera. Masukkan tempe ke dalam adonan bumbu td..--Goreng hingga warna sedikit ke coklatan--Selamat mencoba--",3,/id/resep/1878221-tempe-selimut-simple,tempe,14,226.04,20,3,7,103,6,447,38,42,Remaja,Lainnya
Kering Tempe,1 papan tempe--Bumbu :--12 siung bawang merah--7 siung bawang putih--1 jempol jahe--10 buah cabai rawit--2 buah cabai keriting--2 buah cabai merah besar--1 blok gula merah--,"Tempe potong korek api. Goreng sampai kering. Tiriskan--Haluskan bawang merah, bawang putih, cabai rawit, cabai keriting dan jahe. Iris serong cabai merah besar (buang bijinya). Tumis sampai harum--Sisir gula merah. Kemudian masukkan ke tumisan bumbu, aduk2 sampai gula merah hancur. Tambahkan garam, merica. Tumis lagi dan cek rasa--Masukkan tempe kering. Tambahkan 1 gelas air. Aduk2 dan biarkan air menyusut. Angkat dan siap dihidangkan--",3,/id/resep/4471279-kering-tempe,tempe,15,101.24,12,2,10,173,5,441,30,45,Remaja,Lainnya
Tempe kecap pedas manis,1 kotak tempe ukuran kecil (iris dadu)--1 siung bawang putih--1 siung bawang merah--10 cabe rawit (harusnya cabe hijau) iris bulet--1 butir kemiri--1 ruas jahe--Garam--Sepucuk sdm maizena--1/2 gelas Air--Kecap--Minyak--,"Haluskan kemiri, garam dan geprek jahe. Larutkam maizena ke dalam air. Iris tipis bawang merah dan bawang putih.--Goreng basah (sebentar saja) tempe. Lalu angkat.--Tumis bawang merah dan bawang putih sampe harum. Masukan cabe. Masukan tempe.--Masukan bumbu halus ke larutan maizena. Aduk. Masukan ke tumisan tempe. Aduk sampe rata.--Tambah kecap secukupnya, hingga warna rata menjadi kecoklatan.--Test rasa. Done--",5,/id/resep/4471114-tempe-kecap-pedas-manis,tempe,20,449.73,23,4,12,219,7,414,41,100,Dewasa Muda,Lainnya
Sandwich Tempe Jeletot,1 papan Tempe--Bahan Sambel :--Cabe Merah--Cabe Rawit--Cabe Rawit merah--1 buah Kemiri--3 siung Bawang Merah--1 siung Bawang Putih--1 sdm Gula Pasir--secukupnya Garam--Penyedap Rasa (optional)--secukupnya Minyak goreng--Bahan celupan :--4 sdm Tepung terigu--Tepung tapioka 1 sdm (kalo saya skip ini)--1 sdt Lada--1 sdt Garam--Bawang putih bubuk secukupnya (optional)--,"Potong tempe memanjang, belah dibagian tengahnya. (Dipotongnya jangan sampai terputus bagian bawahnya ya bunda) (sisihkan)--Panaskan minyak sayur kedalam wajan, lalu goreng semua bahan sambal sampai harum, kemudian angkat--Haluskan semua bahan sambal, tambahkan minyak sayur panas sisa goreng tadi, tambahkan garam, gula dan penyedap rasa (optional) lalu sisihkan--Campur semua bahan celupan. Tuang air perlahan-lahan. Kekentalan adonannya dikira2 ya bunda, jangan terlalu ko ko ko mi koencer juga.--Ambil tempe yang sudah diiris, kemudian isi dengan bahan sambal yg sudah dihaluskan. Ulangi sampai selesai.--Panaskan minyak sayur.--Goreng adonan kedalam wajan--Cocok dijadikan lauk atau sebagai cemilan--Selamat mencoba--",5,/id/resep/4470318-sandwich-tempe-jeletot,tempe,34,1483.29,22,3,19,368,10,722,40,170,Dewasa Muda,Lainnya
Sambal Tempe Bosok,1/2 papan tempe semangit (tempe yang terlalu matang)--4 butir bawang merah--2 butir bawang putih--1 batang sereh--Kencur (sesuai selera)--Jahe (sesuai selera)--5 buah cabe (sesuai selera ya. Saya sukanya pedas)--secukupnya Garam--,"Potong2 tempe lalu kukus selama kurang lebih 30 menit.--Sambil tempe dikukus cuci bersih sereh, bawang, cabai, kencur, jahe.--Saat tempe matang, ulek tempe dan semua bumbu. Tambahkan garam.--Sambal tempe bosok siap dihidangkan. Paling cocok dinikmati dengan nasi kencur 😊😊 Selamat mencoba--",1,/id/resep/4469322-sambal-tempe-bosok,tempe,36,441.83,18,3,9,230,5,290,36,36,Dewasa,Lainnya
Orek tempe+kacang+teri simple,2 genggam kacang tanah--1 buah tempe yg harga 4000--1 genggam ikan teri medan--2 buah bawang merah--1 siung bawang putih--3 buah cabe merah keriting--secukupnya Garam--Minyak untuk menggoreng--,"Potong tempe sebesar korek api dan beri garam secukupnya. Iris bawang merah,cabe dan bawang putih.--Goreng tempe,kacang tanah dan ikan teri hingga garing--Goreng bawang merah dan putih terlebih dahulu,setelah setengah masak masukkan cabe merah dan goreng hingga garing--Setelah semua matang tinggal dicampur ya bunda--Difoto cuma kelihatan kacangnya krna tempe sama ikan teri ketutupan.--Selamat mencoba bunda moga suka.--",2,/id/resep/4469424-orek-tempekacangteri-simple,tempe,9,1012.37,29,3,9,193,7,422,45,18,Remaja,Lainnya
Oseng teri tempe cabe hijau,1 papan tempe (potong dadu kecil)--2 papan pete--3 buah cabe hijau besar (iris2 serong)--6 siung bawang putih (iris2 seperti biasa)--5 buah cabe merah (iris2 serong)--5 buah cabe rawit hijau (iris2 serong)--1 bulat bawang bombay--1 genggam kacang kapri (saya potong jadi 2)--1/4 teri asin yang sudah dicuci dan digoreng garing--4 sdm minyak goreng--Garam 1/2 sdt (secukupnya)--Gula 1sdt (secukupnya)--Sedikit air untuk menumis--secukupnya Bumbu penyedap ayam--Kecap manis 3 sdm atau secukupnya--secukupnya Lada--,"Tempe dipotong dadu kecil2 lalu digoreng hingga berubah warna kecoklatan. Angkat Lalu sisihkan di piring lain.--Goreng teri hingga garing. Hati2 jangan sampai gosong ya. Kalau sudah garing lalu angkat dan sisihkan ke piring yang lain juga.--Gunakan minyak goreng yang baru untuk menumis bawang bombay dan bawang putih--Jika bawang sudah agak kecoklatan warnanya,masukan cabe hijau,rawit hijau dan cabe merah..tumis hingga semua berbau wangi. Setelah itu masukan pete, kacang kapri. Tumis hingga agak layu sedikit tapi jangan terlalu layu..agar sayurnya masih terasa ada garing2nya jika dimakan.--Jika sudah agak layu lalu masukan tempe nya. Masukan garam,gula pasir,lada dan kecap manis. Tumis hingga bumbu rata. Lalu tambahkan sedikit air biar tidak terlalu kering tumisanya. Lalu masak dan diamkan sekitar 2 menit supaya airnya agak surut sedikit.--Terakhir masukan ikan terinya. Teri dimasukan terakhir agak ikan teri yg sudah digoreng garing tidak akan jadi melempem.--Sajikan bersama keluarga. Selamat menikmati :)--",0,/id/resep/4469231-oseng-teri-tempe-cabe-hijau,tempe,71,221.53,27,5,17,512,8,1021,45,0,Lansia,Lainnya
Tempe & Tahu Bacem,Tempe 1 papan potong 6--6 tahu putih--1/2 liter air--2 daun salam--5 sdm kecap manis--5 sdm gula merah sisir--Garam--Merica--Bumbu halus:--5 bawang merah--3 bawang putih--1/2 sdt ketumbar--secukupnya Minyak goreng--,"Panaskan panci/wajan di atas kompor, masukan bahan2 dan bumbu halus. Masak sampai bumbu meresap dan surut. Aduk perlahan.--Setelah bumbu meresap, angkat--Panaskan minyak goreng, goreng tempe & tahu bacem sampai kecoklatan--Angkat dan sajikan--",5,/id/resep/4469264-tempe-tahu-bacem,tempe,30,922.68,18,4,14,215,5,243,34,150,Dewasa Muda,Lainnya
Tumis oseng2 tempe,"1/2 papan tempe pot. Dadu--Segenggam kacan tanah--I ons teri--10 bh bwg merah--4 bh bwg putih--2 sdm cabe giling tuk pewarnanya--3 bh cabe merah keriting--10 bh cabe rawit--3 lbr daun jeruk--kecap--Gula,garam--1/2 bh jeruk nipis (airnya)--","Goreng tempe,teri dan kacang tanah--Iris bwg merah,bwg putih,dan cabe-cabean. Cabenya sesuai selera ya bun--Tumis dgn secukup minyak bumbunya yg diiris tadi,tambahkan daun jeruk dan cabe giling sampe layu--Kemudian tambahkn kecap,airjeruk nipis,gula dan garam sesuai selera.. Tes rasa--Jika sudah pas,masukan tempe,teri dan kacang yg sudah digoreng tadi..aduk2,jadi deh..😍 ada pedas manisnya gitu😋--",1,/id/resep/4469034-tumis-oseng2-tempe,tempe,77,1477.5,18,3,13,239,6,399,36,77,Lansia,Tumis
Orek tempe pedas manis,"1/2 papan tempe, potong kotak2--2 buah tahu kuning, potong kotak2--Minyak u. Menumis--1 buah gula merah, iris2--Garam--Bumbu penyedap (blh skip)--Bumbu halus :--3 bawang merah--2 bawang putih--2 Cabe merah uk. Besar--","Goreng tempe dan tahu hingga berwarna kecoklatan lalu angkat dan sisihkan--Tumis bumbu halus hingga harum lalu masukan gula merah yg diiris tadi aduk hingga merata lalu masukan garam--Terakhir masukan tempe dan tahu tadi aduk hingga merata dan sedikit menyusut, jangan lupa koreksi rasa lalu angkat--",7,/id/resep/4468903-orek-tempe-pedas-manis,tempe,63,473.16,22,4,11,217,4,300,40,441,Lansia,Lainnya
Tempe goreng sederhana,1/2 papan tempe--Secukupnya tepung terigu--1 batang daun bawang--Secukupnya garam--Secukupnya air--Secukupnya minyak goreng--,"Potong tempe sesuai selera, iris daun bawang. Sisihkan.--Siapkan tepung terigu di wadah lalu masukan garam dan daun bawang, beri air sedikit demi sedikit (jgn terlalu encer) Test rasa.--Masukan tempe satu persatu lalu aduk pelan.--Tuangkan minyak ke wajan lalu goreng tempe sampai warna kecoklatan. Tiriskan.--Tempe goreng siap disantap😍--",7,/id/resep/4468751-tempe-goreng-sederhana,tempe,35,1279.71,22,3,7,125,6,339,40,245,Dewasa,Lainnya
Jangan Ndeso Alakadarnya a.k.a Sayur Tempe Gunungkidul,"1/2 papan tempe, goreng setengah kering--5 buah tahu putih, goreng--10 buah kacang panjang--Bumbu:--4 siung sedang bawang putih, geprek iris2--6 siung bawang merah, iris2--1 ruas lengkuas--3 lembar daun salam--Segenggam cabe keriting hijau, iris serong tipis2--5 buah cabe rawit merah--65 ml santan kara--Secukupnya garam--Sedikit merica--Secukupnya air--Secukupnya minyak goreng, utk menumis--","Tumis duo bawang, duo cabe, daun salam sampai wangi. Tambahkan lengkuas. Tumis sebentar.--Masukkan santan. Aduk sebentar. Tambahkan air seauai selera.--Masukkan tempe, tahu yang sudah digoreng. Kemudian kacang panjang.--Tambahkan garam dan merica. Aduk sampai santan dan bumbu meresap. Koreksi rasa.--Jangan Ndeso siap disantap😋--Hati hati, bisa nambah berpiring2😂--",0,/id/resep/4467260-jangan-ndeso-alakadarnya-aka-sayur-tempe-gunungkidul,tempe,13,1496.48,54,7,16,394,7,366,70,0,Remaja,Lainnya
Jangan Tempe Tahu,Tahu potong menyerong--Tempe potong kotak--Pete--Udang papay--Santan--Garam--Gula--Penyedap--Minyak goreng untuk tempe tahu--Bumbu halus--3 butir Bawang merah--3 butir Bawang putih--secukupnya Cabe--3 cm Kunyit--3 cm Jahe--Ketumbar--Kemiri--Terasi--Pelengkap--Daun salam--Daun jeruk--Lengkuas--,Goreng tempe dan tahu setengah matang--Ulek bumbu halus--Tumis bumbu halus masukan udang papay dan pete jangan lupa masukan daun salam daun jeruk dan lengkuas yang sudah di geprek--Tambahkan air tinggu hingga meresap--Jika bumbu sudah meresap masukan tambahan air--Masukan gula garam dan penyedap--Masukan santan--Masukan tempe dan tahu--Koreksi rasa jika sudah pas tinggal tunggu mendidih ya--Angkat dan sajikan--,4,/id/resep/4467838-jangan-tempe-tahu,tempe,79,903.4,17,3,23,294,11,414,35,316,Lansia,Lainnya
Tumis Toge Tempe Kecap,1 papan Tempe--150 gr Tauge--2 siung Bawang Merah--2 siung Bawang Putih--3 cabe rawit/sesuai selera--sesuai selera kecap--Merica (Bisa Skip)--,"Cuci bersih tauge, buang buntutnya, sisihkan--Potong tempe sesuai selera lalu goreng, tiriskan--Geprek bawang putih iris, iris jg bawang merah dan cabe--Tumis bumbu sampe harum, masukkan tempe lalu kecap jika kecap dirasa sudah meresap masukkan tauge--Masukkan garam, gula sesuai selera, tes rasa. sajikan 🤗--",2,/id/resep/4467615-tumis-toge-tempe-kecap,tempe,46,498.63,22,4,8,142,6,309,40,92,Dewasa,Tumis
Tempe mendoan,1 buah tempe kotak--secukupnya Daun bawang--4 siung bawang putih--4 siung bawang merah--1 buah kemiri--1 sdt ketumbar--secukupnya Kunyit--secukupnya Garam--4 sdm tepung terigu--2 sdm tepung tapioka--1 sdm tepung beras--,"Haluskan smua bumbu, masukkan ke wadah--Tambahkan smua tepung, kasih air secukupnya--Masukkan tempe yg sudah di potong tipis2 dan masukkan daun bawang yg sudah di iris2.--Goreng dengan minyak panas, api sedang. Goreng sesuai selera tingkat kematangannya--Tempe mendoan siap disajikan. Akan lebih nyummi ditambahkan sambal kecap--",2,/id/resep/4467460-tempe-mendoan,tempe,56,1026.62,13,2,12,219,6,329,31,112,Lansia,Lainnya
Ayam Dan Tempe Goreng Serundeng,1 dada ayam--1/2 kelapa parut--2 tempe (potong agak tebal)--3 siung bawang putih (dihaluskan)--1 ruas jari kunyit (dihaluskan)--secukupnya Garam--secukupnya Penyedap royco--3 lembar daun salam--2 batang sereh--secukupnya Air masak--,"Setelah ayam dicuci bersih, didihkan air. Masukkan ayam, lalu tiriskan--Didihkan air kembali, setelah air sudah mendidih masukkan bumbu yang sudah di haluskan, daun salam, sereh.--Jika sudah tercium wangi, masukkan ayam aduk rata. Tunggu sampai 10-15 menit. Lalu masukkan tempe.--Setelah agak berkurang airnya, masukkan kelapa lalu aduk hingga rata sampai air mengering. Angkat dan sajikan.--Goreng dengan api sedang, nikmati dengan sambal tomat yang pedas. Resep bisa di lihat di upload resep sebelumnya.--Selamat mencoba Moms!--",1,/id/resep/4467442-ayam-dan-tempe-goreng-serundeng,tempe,9,1275.03,31,5,11,232,7,530,49,9,Remaja,Lainnya
Tempe isi Sambel,1 kotak tempe--200 gr Tepung terigu--Bumbu harus untuk pelapis tempe--Garam dan 2 butir bawang (dihaluskan)--5 biji cabe rawit--2 butir bawang putih--3 butir bawang merah--2 lembar daun jeruk--secukupnya Garam--,"Iris tempe menjadi 10 bagian kotak belah sedikit tengahnya untuk memasukkan isi sambelnya. Taruh di wadah lalu bumbui dengan garam dan bawang yang sudah di haluskan.--Iris semua bumbu sambal(karna gag suka ngulek bun).. tempatkan jadi 1 diwadah setelah selesai teriiris aduk rata kasih sedikit garam.--Masukkan isi sambal kedalam belahan tempe tadi.--Masukkan kedalam adonan tepung terigu yang sudah di bumbui garam dan bawang yang telah dihaluskan.--Panaskan wajah yang sudah terisi minyak,,goreng hingga kekuningan. Angkat tiriskan.--Tempe isi siap di hidang kan,,bisa untuk lauk pauk ataupun sekedar di Cemil.. bagi yang suka pedes banget bisa di cocol sama saos pedes.. yummy 😋😋--",3,/id/resep/4467027-tempe-isi-sambel,tempe,36,298.46,16,3,10,211,7,684,34,108,Dewasa,Lainnya
Tumis Udang tempe kacang panjang,"1 potong tempe, potong Kecil2--6 ekor udang, buang kulit dan kepala lalu cuci bersih--3 buah kacang panjang, potong2--1 siung bawang putih, iris--1/2 siung bawang bombay, iris--1 bawang pring, potong 2--3 buah cabe rawit, iris--1/2 sdm saus tiram--1/2 sdm kecap manis--1/2 sdm saos tomat--Sedikit garam dan gula--Minyak untuk menggoreng--","Panaskan minyak di atas wajan--Goreng tempe, angkat--Masukkan bawang putih dan bawang bombay. Tumis hingga harum--Masukkan cabe rawit dan daun bawang--Masukkan udang, aduk hingga berubah warna. Lalu masukkan tempe yg sudah digoreng--Tambahkan saus tiram, saus tomat, kecap manis, sefikit garam dan gula. Aduk sebentar hingga bumbu merata. Tes rasa...--Angkat dan sajikan dg nasi hangat. Mantaaappp--",0,/id/resep/4466731-tumis-udang-tempe-kacang-panjang,tempe,3,706.15,32,5,13,338,8,399,50,0,Remaja,Tumis
Cireng isi tempe renyah,300 gr tepung tapioka (sy rose Brand)--1 sdt mucung garam--1 siung bawang putih--Sec Air mendidih--Sec daun bawang--Isian--7 potong Uk sedang tempe--1 siung bawang putih--1 siung bawang merah--10 buah cabe rawit--2 sdt gula pasir--1 sdt garam--,"Isian : Potong dadu tempe, goreng setengah matang. Angkat tiriskan--Goreng bawang dan cabe setengah matang. Angkat dan tiriskan--Siapkan cobek, haluskan tempe, bawang dan cabe, masukan gula garam. Cicipi. Jika kurang pedas tambahkan cabe rawit. Karna jika sudah di goreng rasanya akan berkurang--Adonan cireng : Siapkan wadah besar. Masukan tepung tapioka, garam, bawang putih halus, aduk. Lalu masukan air mendidih sedikit demi sedikit. Aduk. Jangan sampe kalis. Tp masih menggumpal--Tambahan irisan daun bawang, aduk--Ambil 1 sendok adonan, pipihkan lalu masukan 1/2 sdm Isian tempe. Jika lengket di tangan taburkan tepung tapioka / terigu. Lipat menjadi setengah lingkaran. Saya suka Isian yg banyak. Lakukan sampai adonan habis--Pada saat akan menyimpan agar tidak menempel satu sama lain. Taburkan tepung tapioka / terigu--Goreng sampai matang/kecoklatan. Sisanya bisa disimpan di kulkas--Ga pake cocol an saus jg enak--",1,/id/resep/4466624-cireng-isi-tempe-renyah,tempe,19,512.82,23,4,13,244,10,925,41,19,Remaja,Lainnya
Sate Tempe... yummy.. max,1 lonjor tempe.. potong dadu--Bumbu bakar--6 siung bawang putih--8 siung bawang merah--1 sdm merica--2 sdm ketumbar--2 sdm gula pasir--1 ons gula merah sisir--1 sachet kaldu ayam--Garam--Kecap manis--2 sdm maizena--,Potong tempe dadu.... goreng sampai kecoklatan... tiriskan--Haluskan bumbu.. kecuali meizena dan kecap. Rebus di wajan dengan menambahkan 100 ml air atau secukupnya pemirsah sesuai selera.. mau kental banget atau cair.. jika suka cair air bisa ditambahkan jadi 1 gelas.. aduk rata..--..... setelah mendidih... tambahkan kecap.. dan meizena yg tlah dicairkan... aduk rata...tes rasa... jika sudah siiip... langsung bisa oles2--Tusuk tempe... bisa selang seling dengan potongan mentimun tomat cabe.. dan bawang bombay atau bawang merah... oles dgn bumbu bakar.. atau celupkn tusukan tempe pada bumbu bakar--Panggang diatas bara.. sampai matang--Siap dihidangkan.. dgn taburan cabe dan irisan bawang merah--Kucuri dengan kecap manis... saya pakai kecap bango pemiRsah.. bukan iklan lho--😋😋😋--Noted. sblm dibakar diatas bara.. aning oven dulu sate yg siap bakar di oven listrik memakai api atas suhu 200 darcel terlebih dulu... selama 15 menit supaya bumbu meresap.. baru dibakar diatas bara--,100,/id/resep/4466361-sate-tempe-yummy-max,tempe,28,460.87,25,4,13,215,10,989,38,2800,Dewasa Muda,Lainnya
Tumis tempe kacang panjang,"5 buah kacang panjang, potong-potong--1 papan tempe ukuran kecil potong korek--2 lembar daun salam--1 ruas jari lengkuas, geprek--3 buah cabe merah keriting, iris serong--4 buah bawang merah, iris tipis--2 buah bawang putih, iris tipis--1 buah tomat, potong jadi 8 bagian--1 sdm saos tiram--Secukupnya kecap--Secukupnya gula, garam--Secukupnya air dan minyak--","Goreng tempe hingga kuning keemasan, angkat, sisihkan.--Panaskan sedikit minyak, tumis cabe merah, bawang merah, bawang putih dan daun salam, tumis hingga wangi. Masukan kacang panjang, tumis hingga layu lalu tambahkan sedikit air.--Tambahkan bumbu-bumbu, saos tiram, kecap, gula, garam lalu aduk rata. Masukan tomat, tempe yang telah digoreng, aduk rata, tes rasa. Jika sudah pas, tunggu hingga matang dan air menyusut. Angkat, sajikan.--",25,/id/resep/4466372-tumis-tempe-kacang-panjang,tempe,23,1298.19,26,4,13,360,4,439,44,575,Dewasa Muda,Tumis
Terik tahu tempe labu siam jipang,100 gr daging sapi sambelan--1 buah labu siam jipang potong2--1 papan tempe potong2--5 buah tahu--2 lembar daun salam--secukupnya Bawang goreng--2 mangkok santan--1 liter air--Bumbu halus:--4 siung bawang putih--4 siung bawang merah--Garam.gula--1/2 sdm merica--secukupnya Laos.jahe.kunyit--1/4 butir pala--,Rebus daging dgn air sampe empuk.sambil menunggu empuk.masukkan tmpe tahu jipang dan bumbu halus biar meresap--Tambahkan daun salam dan santan.rebus mendidih.icip2 rasanya.tambahkn bawang goreng--Happy cooking moms--,5,/id/resep/4466578-terik-tahu-tempe-labu-siam-jipang,tempe,7,661.4,33,6,16,307,4,216,51,35,Remaja,Lainnya
Tumis kacang tempe icha,10 kacang panjang ukuran sedang--1 papan tempe--9 siung bawang merah--3 siung bawang putih--5 cabe rawit hijau--1 butir kemiri--5 sendok makan kecap--100 ml air (setengah gelas belimbing)--1 bh tomat ukuran kecil--5 cabe merah keriting--1 sendok teh garam--Secukupnya penyedap rasa (masako ayam)--1/4 kg Minyak goreng--,"Potong dan cuci bersih kacang panjang sesuai selera--Potong sesuai selera tempe--Cuci bersih dan kupas bumbu, kemudian ulek sisakan 5 cabai untuk diiris dan tomat untuk diiris--Panaskan minyak, tumis tempe tidak terlalu kering ya warna kecoklatan ajah--Angkat tempe, minyak di parohkan, untuk menumis bumbu tumis bumbu tambahkan garam dan penyedap rasa, setelah bumbu harum masukan air dan tambahkan kecap--Tunggu sampai menggolak masukan kacang panjang tunggu sampai layu setelah layu tambahkan tempe aduk2--Masukan irisan tomat dan cabai tunggu 2 menit. Koreksi rasa jika sudah pas selesaii--Tumis kacang tempe siap dihidangkan--",1,/id/resep/4466122-tumis-kacang-tempe-icha,tempe,76,541.66,23,4,14,319,9,631,41,76,Lansia,Tumis
Tempe Goreng Telur,"1 papan tempe uk kecil--1 butir telur--2 sdm tepung terigu--Secukupnya bawang putih bubuk--Secukupnya garam, kaldu bubuk, merica--","Potong2 tempe memanjang spt stick, lalu kukus -+ 10 mnt, sisihkan--Campurkan bawang, garam, kaldu bubuk, merica aduk rata, tambahkan telur aduk rata, terakhir tambahkan terigu aduk biarkan bergerindil--Panaskan minyak, gulingkan satu persatu tempe di adonan telur, lalu masak sampai kecoklatan, tiriskan, sajikan hangat--",52,/id/resep/4465931-tempe-goreng-telur,tempe,14,925.09,18,3,6,130,4,321,36,728,Remaja,Lainnya
Oseng tempe buncis,"2 potong kecil tempe (dpotong dadu lalu goreng)--1 genggam buncis (potong2)--1 saset saos tiram--Kecap manis, masako ayam, air, secukupny--Minyak goreng untuk mnumis--2 lmbar daun salam--2 cm lengkuas--Bumbu iris :--1 bh bwang bombai--2 siung bwang ptih--5 siung bwang mrah--1 bh tomat--1 btng daun bwang--","Tumis bumbu iris, daun salam, lengkuas smp harum lalu masukan buncis smp agak layu masukan tempe, saos tiram,kecap manis, masako ayam, bwang bombai & air scukupny lalu cek rasa jika sdh pas matikan api dan sajikan.--",6,/id/resep/4466187-oseng-tempe-buncis,tempe,46,368.13,18,3,14,306,2,216,36,276,Dewasa,Lainnya
Tumis pedas manis tempe buncis,1/2 papan tempe--secukupnya Buncis--2 siung bawang merah--1 siung bawang putih--sesuai selera Bakso--2 butir kemiri--5 bh rawit merah--2 bh cabai keriting merah--Kecap--Garam--secukupnya Air--,"Haluskan kemiri, baput, bamer dan cabai--Potong dadu tempe goreng setengah matang, lalu tiriskan.--Bersihkan buncis lalu potong2 sepanjang batang korek.--Tumis, bumbu hingga harum masukan buncis dan tempe--Tambah air sedikit, aduk2 tambahkan kecap dan garam. Masak hingga buncis matang--Siap di sajikan--",1,/id/resep/4466221-tumis-pedas-manis-tempe-buncis,tempe,15,383.35,30,5,12,192,7,304,48,15,Remaja,Tumis
Stik Tempe Racik,2 papan tempe--1 butir telur--Tepung panir--2 sdt bumbu racik tempe--,"Potong tempe seperti stik--Larutkan bumbu racik tempe dengan sedikit air--Celupkan tempe yg sudah dipotong--Ambil tempe gulingkan ke tepung panir, lalu celupkan ke dalam telur & celupkan kembali ke tepung panir--Lakukan sampai habis & goreng sampai kecoklatan--",6,/id/resep/4465936-stik-tempe-racik,tempe,67,804.42,16,3,5,69,6,261,34,402,Lansia,Lainnya
