food_name,Ingredients,Steps,popularity,URL,jenis_makanan,age,calories,title_length,title_word_count,num_ingredients,ingredients_length,num_steps,steps_length,url_length,loves_usia_interaction,age_group,food_category
Mie Goreng Aceh,"500 gram mie kuning basah--150 gram udang segar yang sudah dikupas dan dibuang kulitnya--150 gr daging (sapi/kambing) yang sudah direbus sebelumnya iris2--1 buah tomat, potong panjang berbentuk segitiga--5 siung bawang merah yang diiris tipis--4 siung bawang putih yang diiris tipis--100 gr kol putih yang diiris halus--100 gr toge segar yang sudah dibuang sedikit bagian ujungnya--25 gr daun bawang yang diiris halus--10 gr daun seledri yang diiris halus--600 ml kaldu sapi (bisa diganti 2 bungkus kaldu jamur)--2 sdm kecap manis--2 sdm kecap asin--4 sdm minyak goreng--Bahan bumbu halus:--7 buah cabe merah--1/2 ruas jahe--3 butir kemiri--1/2 cm kunyit--1 sendok makan merica bubuk--5 siung bawang putih--1/4 sendok teh jinten--1/4 sendok teh ketumbar--3 butir kapulaga--3 butir adas manis--Bahan pelengkap:--Acar dan emping--","Siapkan bahan-bahan bumbu halus, kemudian haluskan menggunakan ulekan atau blender (sesuaikan dengan selera anda masing-masing).--Siapkan wajan dan juga minyak kemudian panaskan diatas kompor.--Masukan bawang merah iris dan juga bawang putih iris ke dalam wajan yang telah panas kemudian tumis sebentar. Masukan bumbu yang telah dihaluskan tadi ke dalamnya, kemudan tumis kembali hingga merata dan tercium wangi dari masakan anda.--Siapkan daging dan udang yang telah dikupas kulitnya, kemudian masukan dalam tumisan anda, dan aduk hingga merata dengan bumbu.--Masukan air kaldu yang telah anda persiapkan secara perlahan ke dalam masakan.--Tambahkan kol, seledri serta garam untuk memberikan rasa pada masakan anda nantinya. Masak hingga air kaldunya menyusut dan tidak terlalu banyak.--Masukkan mie dan aduk rata hingga tercampur dengan bumbu--Masukan tomat dan juga toge ke dalam masakan anda bersama dengan kecap manis dan kecap asin yang sebelumnya sudah dipersiapkan.--Koreksi rasa jika dirasa sudah pas siap disajikan di atas piring bersama acar dan emping--",4,/id/resep/4459326-mie-goreng-aceh,kambing,62,430.04,15,3,28,828,10,1065,33,248,Lansia,Lainnya
Garmas (garang masak) khas Solo,6 tusuk sate kambing--secukupnya sayur kubis--1 tomat merah besar--5 rawit pedas--1 sdm bumbu gulai--kecap manis--gula pasir--garam--1 lbr daun salam--3 lbr daun jeruk--laos (geprek)--jahe (geprek)--sereh (geprek)--secukupnya air--bumbu halus :--6 siung bawang merah--4 siung bawang putih--4 butir kemiri--1 sdt merica--1 sdt jintan--minyak goreng--,"Tumis bumbu halus + daun salam, daun jeruk, sereh laos jahe, masukkan bumbu gulai, tumis sampai harum--Tambahkan sedikit air (cukup sampai kental) masukkan sate kambing, sayur kol, aduk rata--Masukkan rawit, tomat, gula pasir, garam, kecap manis, koreksi rasa--Voila! sajikan dengan nasi hangat, semoga bermanfaat dan selamat mencoba :)--",0,/id/resep/4453755-garmas-garang-masak-khas-solo,kambing,29,1367.8,31,5,22,349,5,338,47,0,Dewasa Muda,Lainnya
Kikil Cabe Hijau,1/4 kg kikil kambing/sapi--Bumbu Iris:--5 bh cabe hijau--1 bh bawang bombai--2 siung bawang putih--1/2 sdt lada bubuk--1 sdt kecap manis--1/2 sdt kecap asin--secukupnya Kaldu bubuk--secukupnya Minyak--,"Bersihkan kikil lalu rebus selama kurleb 5-10 menit, angkat tiriskan lalu sisihkan--Tumis bumbu iris sampai harum lalu masukkan kikil--Tambahkan lada bubuk, kecap manis, kecap asin dan kaldu bubuk--Cek rasa lalu angkat...--",4,/id/resep/4451109-kikil-cabe-hijau,kambing,58,1427.74,16,3,11,201,5,223,34,232,Lansia,Lainnya
Sop kaki Embek merengek 😀😁,2 kaki kambing yg sdh dibakar (potong 6)--6 siung Bawang putih--1 cm Jahe--Daun bawang 4 tangkai(potong)--Bawang bombai 1bj (belah lalu potong)--Lada bubuk hitam sak uprit--Masako sapi 1(bisa ganti garam sckp)--Gula sckp--Minyak goreng 1sdm (untuk menumis)--,"Panaskan wajan dgn minyak goreng,masukkan bawang putih yg adh dihaluskan dgn jahe tumis hingga harum kekuningan..--Lalu lanjut masukkan daun bawang dan bawang bombay hgga layu,kasih air 2 liter tunggu mendidih..--Lanjut masukkan kaki kambing bakaran yg sblmx direbus tanpa diikutkan air rebusan kaki...(smg gak bingung)😁males mau tulis ulang 😂--Terakhir masukin merica,masako dan gula,koreksi rasa...--",7,/id/resep/4450297-sop-kaki-embek-merengek-%F0%9F%98%80%F0%9F%98%81,kambing,70,440.27,26,5,10,258,5,402,66,490,Lansia,Lainnya
Gulai nangka + hati ampla,"Nangka muda--Hati + ampla ayam--Santan--Bumbu :--Cabe rawit--Cabe giling/cabe merah--Ketumbar--Kemiri--Jahe, kunyit & lengkuas--Bawang merah--Bawang putih--Daun jeruk, daun salam--daun kunyit & serai--Garam & penyedap rasa--Pemasak kambing (sdkit saja)--","Haluskan bumbu, (bawang merah, bawang putih, kunyit, jahe,kemiri, lengkuas, ketumbar & cabe rawit)--Masukkan ke dalam kuali kemudian masukan santan--Setelah itu masukan daun kunyit, daun jeruk, daun salam & serai (di geprek)--Aduk2 smpai mendidih (jangan di tinggal supaya santan ny tidak pecah), kemudian masukan garam, penyedap rasa & pemasak kambing--Setelah mendidih masukan nangka tunggu smpai empuk kemudian masukan hati & ampla--Tunggu smpai bner2 matang,,--Gulai nangka siap d sajikan--",5,/id/resep/4448506-gulai-nangka-hati-ampla,kambing,78,1143.59,25,5,16,254,8,494,41,390,Lansia,Kari
Rawon daging,"300 gr daging sapi/kambing (boleh pake tetelan)--1500 ml air--4 lbr daun jeruk--1 batang serai geprek--daun bawang potong 1cm--secukupnya gula, garam, merica--secukupnya minyak u/ menumis--bumbu halus:--7 btr bawang merah--3 siung bawang putih--3 buah kluwek/kluak--1 cm kunyit bakar--3 btr kemiri--","Rebus daging & tetelan di air
sampai matang. kemudian saring air kaldunya. Didihkan
lagi.--Tumis bumbu halus, daun jeruk,
dan serai sampai harum.
Tambahkan daun bawang. Aduk
rata. Tuang ke rebusan daging.
Masukkan garam, merica bubuk,
dan gula pasir. Masak sampai
matang.--Sajikan rawon dengan
pelengkapnya.--",4,/id/resep/3277911-rawon-daging,kambing,22,396.22,12,2,14,299,4,309,30,88,Dewasa Muda,Lainnya
Soto Betawi Simpel,"200 gr dgg kambing--1000 ml air--1 bks dancow--Bumbu uleg :--7 bh bawang merah--3 bh bawang putih--3 bh cabe kriting--1/2 ruas jahe, memarkan--1/2 ruas lengkuas, memarkan--1 btg serai, memarkan--3 lbr daun salam--3 lbr daun jeruk--Garam, Royco, Merica--Minyak utk menumis--Pelengkap : emping, kentang, tomat, bawang goreng--(Me: kentang, wortel & daun bawang)--","Rebus daging, setengah matang, potong2, rebus lagi hingga diperoleh kaldu, dan daging lembut--Sementara itu, panaskan minyak, goreng potongan kentang, angkat tiriskan, lalu tumis bumbu ulegnya, sampai wangi, lalu jahe, lengkuas & serai, tumis lagi, masukkan daun2annya aduk2 hingga layu--Masukkan tumisan bumbu ke dlm rebusan air kaldu, tambahkan lagi air & wortel, didihkan, lalu masukkan susu bubuk dancow, garam, merica & Royco, koreksi rasa.--Sajikan dg pelengkap--",6,/id/resep/4426447-soto-betawi-simpel,kambing,6,1119.54,18,3,17,361,5,469,36,36,Remaja,Sup
Nasi Kebuli (rice cooker),4 cup beras--1 bawang bombay besar. Potong2--4 bawang putih--3 cm kunyit--2 sdm bumbu kari (sy pakai merk koepoe)--5 lbr daun salam koja / daun kari--3 cengkeh--1 ruas jari kayu manis--2 bh kapulaga--1 bks bumbu kare indofood--1/4 kg daging kambing / sapi / ayam sesuai selera--1.5 sdm garam (sesuai selera)--sesuai kebutuhan Air kaldu rebusan daging--,"Cuci beras.--Blender / haluskan bawang putih dan kunyit. Sisihkan--Presto atau rebus daging sampai empuk dengan bumbu kare lebih kurang 30 menit. Potong2 kecil daging. Air kaldu sisihkan untuk memasak nasi.--Tumis bawang bombany dengan mentega sampai transparan. Masukkan bawang putih dan kunyit yang sudah di haluskan. Juga bubuk kari. Cengkeh. Kapulaga. Garam. Kayumanis dan daun kari. Masak sampai air kering.--Tambahkan sedikit air kaldu dan potongan daging. Masak hingga mendidih lalu matikan api.--Masukkan beras, aduk hingga rata. Beras berwarna kekuningan.--Masukkan beras ke rice cooker. Tambahkan air kaldu sesuai takaran kebutuhan beras.--Note: kalau air kaldu kurang bisa ditambahi air biasa aja...--Hidupkan rice cooker dan jadi deh... enak dan gampang...--Selamat mencoba 😘😘--",6,/id/resep/4412155-nasi-kebuli-rice-cooker,kambing,26,1206.26,25,4,14,352,11,790,41,156,Dewasa Muda,Lainnya
Martabak telor mini,10 lembar kulit lumpia--4 butir telor--1/2 sdt Garam--1/2 sdt Bumbu kambing (sesuai selera)--1/2 bawang bombai--1 btg daun bawang--4 lmbr seledri--Boleh ditambahin daging sesuai selera. (Saya tidak pake)--,"Iris tipis daun bawang, seledri dan bombay--Masukan bahan no.1 kemangkok tambah 4 telor beri garam dan bumbu kambing lalu aduk rata--Siapkan satu lembar kulit kumpia masukan bahan no.2 baru lipat sisi kiri kana dilanjutkan sisi bawah dan atas.--Panaskan minyak dengan api sedang. Setelah minyak dipastikan panas masukan lumpia tadii sampe warna emas kecoklatan (api sedang biar gak cepat gosong)--Angkat dan tiriskan. Jadi deh martabak telor mini ekonomis 💕--",3,/id/resep/4410048-martabak-telor-mini,kambing,39,408.45,19,3,9,205,6,459,37,117,Dewasa,Lainnya
Ayam goreng super duper simple,"Ayam, bisa diganti ati ampela/daging kambing--Asem matang--Garam--",Cuci bersih ayam--Rebus ayam dengan asem dan garam hingga matang--Goreng hingga kecoklatan😍--,7,/id/resep/4346873-ayam-goreng-super-duper-simple,kambing,12,1088.01,30,5,4,66,4,93,48,84,Remaja,Goreng
Nasi Kabsah with Basmathi Rice,"1 kg daging kambing--1 sdm bumbu kabsah kering (aku beli online)--Bumbu Tumisan :--1 buah bawang bombay besar, potong tipis--6 siung bawang putih, cincang halus--6 buah bawang merah, potong tipis--1 buah kayu manis (dibakar dulu di atas api sebentar)--250 gr tomat, haluskan--Acar :--1 buah timun, kupas buang bijinya--1 sdm cuka--1 sdm gula pasir--1 sdm garam--Pelengkap :--Bawang goreng--Lemon panggang (potong"" bulat, panggang)--Bawang bombay (potong"" bulat, panggang)--","Tumis bumbu tumisan dahulu, kecuali tomat. Setelah berbau harum dan bawang mulai layu, masukkan tomat. Tumis hingga mendidih. Masukkan bumbu keringnya.--Presto daging bersama bumbu sampai empuk (+- 1 jam).--Keluarkan daging, bersihkan dari sisa bumbu (saat membersihkan, dagingnya dicuci dengan air di dalam wadah, kemudian sisihkan daging. Air cucian daging masukkan ke dalam presto lagi).--Cuci beras basmathi. Kemudian rendam selama 30 menit.--Masukkan beras ke dalam presto yg berisi bumbu kabsah. Presto beras +-30 menit (saat beras dipresto, tiap 10 menit sekali diaduk-aduk).--Setelah beras empuk, tandanya sudah matang. Matikan api, buka tutup prestonya. Aduk lagi. Pindahkan ke dalam magic jar. Taburi dengan bawang merah goreng.--Hias atas nasi dengan bahan pendamping seperti bawang bombay, lemon. Kemudian beri acar di sebelah nasi nya.--",7,/id/resep/4384147-nasi-kabsah-with-basmathi-rice,kambing,14,1227.55,30,5,18,473,8,850,48,98,Remaja,Lainnya
Gulai ayam arya,Bahan halus;--5 ekor Ayam--5 bulat Bawang putih--5 genggam Bawang merah--Cabe rawit 5 comot🤣--5 sendok Cabe giling merah--5 jempol Jahe--5 telunjuk Kunyit--3 sdt Lada bubuk--3 sdt Ketumbar bubuk--3 sendok Bumbu kambing--Bumbu dapur :--15 lembar Daun jeruk--15 lembar Daun salam--5 jempol Laos--5 batang Sereh--10 butir Rempah2: cengkeh--5 telunjuk Kulit manis--10 butir Kapulaga--1 butir Kelapa--secukupnya Garam--,"Bersihkan ayam potong sesuai selera. Setelah ayam bersih beri sedikit garam dan cuka.--Kemudian haluskan semua bumbu, tumis bumbu halus, daunan, rempah dengan minyak hingga haruumm.--Setelah harum masukkan ayam, beri garam secukupnya.--Setelah ayam tercampur merata masukkan santan kelapa.--Tunggu hingga matang, jangan lupa cek rasa ya😋--Selamat mencoba.--",9,/id/resep/4373372-gulai-ayam-arya,kambing,22,569.94,15,3,22,414,7,357,33,198,Dewasa Muda,Kari
Gulai Rebung udang kering,500 gram rebung--70 gram udang kering--1000 cc santan dari 1/2 butir kelapa--Bahan halus--4 butir cabe merah keriting--Seruas jahe dan kunyit--2 butir bawang putih--2 butir bawang merah--Bahan lainnya--1 lembar daun kunyit--3 butir bawang merah--3 lembar daun jeruk dan salam--1 batang sereh--15 butir cabe rawit hijau--Seruas lengkoas--2 butir asam kandis--1 sdt garam dan sedikit penyedap--1 sdt bumbu kambing--,"Siapkan semua bahan, cuci bersih rebung lalu Rebus biar tambah empuk nya cepet pas lagi dimasak, blender bahan halus, lalu sisihkan.--Tuang santan dalam panci lalu tambahkan semua bahan kecuali rebung dan udang, masak sambil di aduk supaya santan tidak pecah, hampir mendidih lalu tambahkan kan udang kering masak sampai mendidih, baru tambahkan rebung masak sampai semua bumbu meresap dan kuah nya agak menyusut.--Saya tambahkan lagi 1 sdt cabe yang udah di goreng karena kurang pedesss, bagi yang tidak suka ga usah di tambahin karena rasanya udah klop banget.--Icip rasa kalau udah siap untuk dinikmati yaaa😀😀--Sekilas tutorialnya bagi yang ingin masak semoga bermanfaat ya--",15,/id/resep/4363006-gulai-rebung-udang-kering,kambing,51,293.17,25,4,19,413,6,678,43,765,Lansia,Kari
Nasi Goreng Kari 🐐,"3 piring nasi dingin--Daging kambing iris2 kemudian goreng--secukupnya Bumbu Kari instant,--secukupnya Kecap manis,--Minyak untuk menumis--Bumbu uleg :--2 siung bawang putih--3 siung bawang merah--5 buah cabe merah besar--2 buah cabe rawit (optional)--secukupnya Garam,--","Haluskan bumbu uleg, sisihkan--Panaskan minyak di wajan, kemudian masukkan bumbu uleg dan tumis hingga harum--Masukkan bumbu kari, aduk sampai sampai keluar aroma--Masukkan nasi dan daging kemudian aduk--Terakhir tambahkan kecap manis kemudian aduk rata dan cek rasa. Apabila sudah pas nasi goreng siap disajikan--",2,/id/resep/4369710-nasi-goreng-kari-%F0%9F%90%90,kambing,23,183.35,18,4,12,271,6,314,47,46,Dewasa Muda,Kari
Gurame Bakar,"1 ekor gurame (sy pakai berat 700 gr)--Bumbu halus :--4 bh cabai merah keriting--4 siung Bawang merah--4 siung bawang putih--2 bh kemiri--2 cm kunyit--2 cm lengkuas--2 cm jahe--2 Batang sereh (ambil Batang putih sj,lalu iris biar cpt halus)--1/2 sdt garam--1/2 sdt bumbu kambing (boleh skipp,bahan wajib masakan minang)--Bahan Oles:--2 bh bawang merah (ulek halus)--1/2 sdt kecap asin--3 sdm kecap manis--3 sdm minyak sayur--","Cuci bersih ikan, lalu belah punggung,dan sayat"" sisi kanan kiri ikan agar cepat meresap bumbu nya 👉 lumuri dengan bumbu diamkan minimal 1 jam (klw sy dibumbui malam pagi baru si bakar)--Bakar arang sampai sedikit mengering /setengah matang--Bahan oles kecap asin & manis, bawang merah, minyak goreng--Olesi dengan bumbu kecap nya, lalu bakar kembali sampai mengering 👉 jangan lupa bolak balik agar matang merata--Ikan siap disajikan 😍--",12,/id/resep/4305728-gurame-bakar,kambing,48,884.3,12,2,18,425,6,437,30,576,Dewasa,Bakar
Shirataki kebuli,1 bungkus shirataki--secukupnya daging kambing--1 sdm yoghurt plain--santan kara--4 sdm butter--1 buah bawang bombay iris--secukupnya kapulaga--secukupnya cengkeh--secukupnya kayumanis--garam--royco daging--bumbu halus:--secukupnya bawang merah--secukupnya bawang putih--1 ruas kunyit--secukupnya cabe merah kriting--adas secupunya--secukupnya ketumbar--secukupnya jinten--secukupnya lada--secukupnya pala--,"Campurkan daging dengan yoghurt plain diamkan selama 30menit.--Tumis dengan butter bum u halus, lalu masukan cengkeh, kapulaga, kayumanis, bunga lawang dan aduk hingga wangi.--Masukan daging kedalam bumbu, aduk ratadan masak hingga matang dan terus diaduk.--Masukan garam, royco daging, aduk, lalu masukan bawang bombay.--Masukan kara, sambil terus diaduk hingga daging lembut, lalu angkat dagingnya saja dari bumbu.--Masukan shirataki, aron hingga bumbu menyerap.--Kemudian kukus shirataki, kirleb 30menitan.--Goreng daging yang diangkat sebelumnya, lalu letakan diatas nasi kebuli, bari taburan bawang goreng. dan siap untuk dihidangkan.--",8,/id/resep/4305084-shirataki-kebuli,kambing,71,1468.24,16,2,22,407,9,641,34,568,Lansia,Lainnya
Vegetable Mutton Curry,"BAHAN MARINASI DAGING (Marinade):--350 gr daging kambing (bisa lebih), potong kubus / sesuai selera--1-1 1/2 sdm bumbu curry Indian--1 sdt jahe parut--1/2 sdt jintan bubuk--1 sdt Garam, 1/2 sdt merica--1 sdt paprika bubuk (tidak pedas), atau--1 sdt cabe bubuk (buat yg suka pedas) - atau sesuai selera--Optional: 1 sdt kaldu bubuk (ayam/sapi/jamur)--2-3 sdm yogurt tawar/plain (bisa ganti dgn susu tawar)--»campur semua bahan dan diamkan paling sedikit 2jam atau lebih«--bahan sayuran--1-2 bj wortel potong besar"", goreng kekuningan--5 bj kentang ukuran sedang, potong besar"", goreng hingga matang--1 bj lobak putih, kupas, potong besar"", rendam dlm air--Optional: Okra, Buncis, kembang kol, cabai hijau, dll--1 bj bawang bombay uk. besar di iris tipis memanjang--2 bayleaf atau diganti dgn 3lbr daun salam kering--Minyak goreng sekitar 6sdm / 50-60ml--1 pak (65 ml) santan kental + 1 gelas air--Gula untuk koreksi rasa--secukupnya Air matang--","Siapkan daging, campur dgn bahan marinasi, remas"" sebentar, diamkan sekitar 2 jam.--Cuci bersih, kupas dan potong"" sayuran yg akan dipakai sisihkan. Rendam lobak dalam air supaya tidak pahit.--Goreng kentang hingga kekuningan, demikian juga dgn wortel (supaya sayur tidak hancur saat direbus lama)--Goreng bawang bombay di api sedang sambil diaduk-aduk. Pada saat sudah kekuningan, masukkan daun bayleaf/salam. Kecilkan api, aduk terus hingga bawang jadi kuning/mulai kering. Hati"" jgn sampai gosong.--Setelah bawang mulai kekuningan, angkat dari api, keluarkan kelebihan minyak, sisakan sekitar 2sdm. Sisihkan bawang goreng sekitar 1 sdm untuk taburan.--Kecilkan api, lalu masukkan potongan daging, tata jadi satu layer saja. Sisihkan sisa marinasinya (jgn dibuang)--Tambahkan / tata lobak diatas daging, lalu potongan wortel dan kentang diatasnya.--Tambahkan air secukupnya hingga menutupi batas sayuran saja. Gunakan api sedang, tutup panci setengah. Setelah mendidih kecilkan api dan--Api kecil segitu ya moms, biar dagingnya ga jadi keras.--Kira"" 30menit kemudian masukkan sisa marinasi daging tadi. *JANGAN dikoreksi dulu rasanya. Rebus lagi selama 30-40menit. Tambahkan air setengah gelas setiap kali apabila air keliatan habis. Tidak perlu sering diaduk.--Setelah 30menit, masukkan santan yg sudah di cairkan dengan air segelas, aduk"" dan koreksi rasa. Tambahkan gula/garam seperlunya.--Buka tutup panci dan aduk-aduk sebentar supaya kuah sedikit mengental. Sekitar 5menit--Taburkan bawang goreng yg sudah disisihkan tadi. Matikan api. Vegetable CURRY siap dinikmati dengan nasi panas--",2,/id/resep/4289150-vegetable-mutton-curry,kambing,50,1243.28,22,3,23,944,14,1594,40,100,Lansia,Kari
[Notitle],,,0,/id/resep/4277212-maraq,kambing,13,681.97,9,1,1,0,1,0,23,0,Remaja,Lainnya
TEZAROKAM FAT BOMB #Ketopad_CP_Telur,"1 porsi gule kambing minta jeroan saja, pisahkan kuah dan isinya--6 butir telur--100 g mozarella--75 g chedar parut--2 batang daun bawang, iris--Secukupnya himsalt--Secukupnya oregano--Saos sambal ketofy untuk pelengkap--","Masukkan ke dalam blender/ food processor berurutan : jeroan kambing, telur, mozarella dan himsalt, blend sampai halus--Panaskan oven 180°C api atas bawah sekitar 10 menit--Tuang hasil blend tadi ke loyang cup aluminium foil, sekitar 8 cup--Taburi oregano, chedar parut dan daun bawang--Oven sekitar 30menit--Angkat, sajikan bersama saus sambal ketofy--",11,/id/resep/4252967-tezarokam-fat-bomb-ketopad_cp_telur,kambing,10,828.1,36,4,9,221,7,353,53,110,Remaja,Lainnya
"Martabak Telur Simple, Murah, Enak",Kulit Martabak :--4 sdm tepung terigu--4 sdm tepung kanji--secukupnya Air--Isian Martabak :--2 butir telur ayam--2 buah bawang bombay ukuran sedang--1 buah daun bawang--1 sdm bumbu gulai kambing (saya pakai bumbu BMI)--secukupnya Penyedap rasa--secukupnya Minyak untuk menggoreng--,"Campurkan bahan tepung untuk membuat kulit martabak, tambahkan air. Aduk sampai tidak ada yang menggumpal. Usahakan adonan tidak terlalu cair dan tidak terlalu kental--Cincang bawang bombay, tumis sebentar sampai layu dengan sedikit minyak. Sisihkan--Cincang daun bawang, masukkan ke dalam mangkuk. Pecahkan telur ke dalam mangkuk berisi daun bawang, tambahkan bumbu gulai dan penyedap rasa. Lalu masukkan tumisan bawang bombay ke dalam mangkuk. Kocok hingga tercampur, tes rasa. Jika sudah pas bisa disisihkan--Siapkan teflon anti lengket. Gunakan api sedang. Beri sedikit minyak jika teflon sedikit lengket. Tuang adonan kulit secukupnya. Putar-putar teflon hingga adonan merata. Jika pinggiran kulit sudah mulai terlepas dari teflon, kulit bisa di angkat dan sisihkan. Lakukan hingga adonan habis--Matikan api dan bersihkan teflon. Ambil selembar kulit, letakkan di dalam teflon. Tambahkan isian martabak ke dalam kulit. Lipat sisi-sisinya sampai martabak berbentuk segi empat. Nyalakan api sedang, beri minyak secukupnya di sekeliling martabak untuk menggoreng martabak hingga coklat keemasan--Karena jarang sekali di rumah ada penggorengan pipih besar khusus untuk martabak, maka setelah 1 martabak selesai dibuat, kecilkan api dam sisihkan minyak dalam teflon sampai bersih. Masukkan kulit selanjutnya ke dalam teflon lalu masukkan isian martabak dan lipat kulit menjadi segi empat. Lalu tambahkan kembali minyak yang disisikan tadi ke sekeliling martabak dan naikan api menjadi sedang. Lakukan hal ini sampai isian dan kulit habis--Martabak siap disajikan (:--",3,/id/resep/4124883-martabak-telur-simple-murah-enak,kambing,55,455.32,34,5,12,281,8,1567,50,165,Lansia,Lainnya
Samosa,250 gr daging sapi/kambing cingcang--2 buah kentang rebus lumatkan kasar--1 cangkir kacang polong frozen--1 buah bawang bombay cincang kasar--6 siung bawang putih cincang--4 siung bawang merah cincang--2 buah wortel cincang kasar--Bumbu powder :--1 sdm bubuk paprika--1 sdm garlic powder--1/2 sdt bubuk kunyit--1/2 sdt bubuk ketumbar--1/2 sdt black pepper--1 sdt Garam Masala/bumbu gulai/kari--Kulit spring roll beli jadi--Masako sapi--,"Tumis bawang putih, bawang merah, bawang bombay sampai wangi--Masukan wortel, daging cincang, kacang polong, dan semua bumbu bubuk. Masak hingga matang. Koreksi rasa.--Sementara menunggu isian adem siapkan kulit spring roll yg besar. Saya pake yg kecil karna adanya yg itu 😁--Potong panjang kulit spring roll pake gunting. Klo yg kecil potong 2 klo yg besar potong 3. Sambung panjang kulit pake campuran tepung dan air--Lipat bentuk segitiga 2X baru masukan isian. Lipat kembali sampai kulit habis rekatkan dgn air tepung biar rapih. Klo gk mau repot lipatnya sesuka hati aja. Kan yg penting rasanya😉--Goreng deh secukupnya. Sisanya bs d taro d kulkas untuk kpn2 d goreng--NB: Garam Masala bukan Garem asin. Garam Masala adalah bumbu bubuk india yg isinya adas, jinten, cengkeh dll. Bisa d beli d online shop. Klo males nyari bs d ganti pake bumbu gulai atw kari. Kulit nya pun ada d online shop--",7,/id/resep/4062314-samosa,kambing,9,286.45,6,1,17,436,8,897,24,63,Remaja,Lainnya
Nasi Kari rempah,Daging kambing/sapi (saya 1 ekor ayam filet potong dadu)--500 gr Nasi--5 lembar Daun jeruk purut--5 lembar daun salam--secukup'y Minyak makan--100gr Margarin  (pakai palmia)--1 biji Bawang Bombay--secukup'y Air--Penyedap rasa ayam--Sedikit gula--Garam--secukup'y Saus tiram--Bahan yg dihaluskan :--20 biji lombok rawit--8 siung bawang putih--8 siung bawang merah--5 butir kemiri--2 btng serei (diparut)--1 ruas jari Laos (diparut)--secukup'y Ketumbar--1 ruas jari Kunyit--,"Cuci bersih ayam tumis dengan minyak hingga setengah matang,angkat--Haluskan bumbu kemudian tumis dengan sedikit minyak,beri sedikit air agar bisa matang merata,masukan daun jeruk,bawang Bombay Dan daun salam--Setelah itu masukan daging ayam biarkan agak berminyak dan air sdh agak sat--Masukan penyedap,garam,gula,saus tiram kemudian sesuaikan rasa sesuai selera--Lalu masukan nasi,kemudian masukan margarin tumis hingga kira2 sdh cukup matang angkat dan sajikan--",3,/id/resep/4045937-nasi-kari-rempah,kambing,79,749.02,16,3,22,472,6,465,34,237,Lansia,Kari
Gulai Daun Singkong,3 ikat daun singkong--300 ml santan--3 cabai merah keriting (boleh ditambah jika ingin pedas)--5 siung bawang merah--5 siung bawang putih--1 ruas kunyit--1 ruas lengkuas--1 ruas jahe--1/4 sdt ketumbar--1 sdm bumbu kambing (bahan wajib untuk semua masakan minang)--2 lembar daun salam--1 Batang serai--,"Pisahkan daun dr tangkai nya 👉cuci bersih 👉panaskan air di panci untuk merebus, kasih 1 sdm garam biarkan sampai mendidih 👉 setelah mendidih baru masukkan daun singkong 👉setelah layu & separuh matang lalu angkat,tiriskan 👉siram daun yg sudah direbus td dengan air es agar daun tetap hijau setelah di gulai nanti 👉peras daun ny--Ulek semua bahan hingga halus 👉 lali tumis dengan minyak goreng hingga Wangi 👉 masukkan santan, daun salam, serai yg sudah di geprek, aduk"" terus agar tidak pecah santan 👉setelah mendidih masukkan daun singkong 👉tunggu sekitar 5 -10 menit 👉 gulai daun singkong siap di sajikan 😊--",7,/id/resep/4055475-gulai-daun-singkong,kambing,52,722.08,19,3,13,301,3,608,37,364,Lansia,Kari
Sate Piaman,Bahan utama:--1 kg Daging yang segar--1/2 bungkus bumbu kambing--1/4 cabe merah (dihaluskan)--50 gr tepung beras--secukupnya Garam--500 ml air mateng--Bumbu Halus:--10 buah bawang merah--8 siung bawang putih--2 batang serai--2 lbr daun kunyit--3 lbr daun jeruk--2 ruas jari kunyit--2 ruas jari lengkuas--secukupnya Ketumbar--secukupnya Merica--Bahan tambahan:--150 gr kacang tanah (haluskan)--200 gr kelapa parut (sangrai)--Bahan pelengkap:--Ketupat--Bawang goreng--Kerupuk kulit (paling demen)--,"Rebus daging sampai setengah masak lalu masukkan sedikit bumbu halus (fungsinya agar bumbu meresap ke dalam daging), rebus lagi hingga daging masak. Catatan: air rebusan daging jangan dibuang.--Diamkan daging dan setelah itu potong kotak-kotak--Tumis bumbu halus hingga meletup2 dan harum.--Ambil sedikit lagi bumbu yang telah ditumis lalu campurkan ke daging lalu masukkan kelapa yang sudah disangrai,sambil dimasak dengan api kecil agar bumbu meresap ke daging.--Setelah itu angkat dan diamkan sebentar daging, lalu tusuk daging dengan menggunakan tusuk sate setelah itu bakar daging yang sudah ditusuk.--Langkah membuat kuah sate piaman:--Sisa bumbu yang telah ditumis lalu campurkan tadi masukkan kedalam air rebusan daging lalu masukkan cabe merah halus (kalau mau lebih pedas lagi tambahkan cabe rawit yg dihaluskan), lalu masukkan kacang tanah yang sudah dihaluskan, tambahkan tepung beras merah, bumbu kambing, dan garam secukupnya dan air secukupnya.--Masak sampai mendidih dan aduk secara terus menerus. Koreksi rasa.--Sate Piaman siap disajikan. (campur ketupat, bawang goreng, dan tak lupa kerupuk kulit) lamak bana.--",2,/id/resep/4049762-sate-piaman,kambing,2,806.8,11,2,25,496,10,1130,29,4,Remaja,Lainnya
